"Dataset_ID","Radius","Continent","openness"
4107,68970.6379310345,"Europe",0.00545870229812355
4114,68970.6379310345,"Europe",0.00960976878641086
4115,120858.482758621,"Europe",0.0037341610203517
4116,68970.6379310345,"Europe",0.00671155074732696
4117,68970.6379310345,"Europe",0.00671155074732696
4118,68970.6379310345,"Europe",0.0278246276484162
4120,68970.6379310345,"Europe",0.0203018392941245
4127,86211.9224137931,"Europe",0.0237904640023989
4133,103530.310344828,"Europe",0.00268258286996777
4134,68970.6379310345,"Europe",0.00847516128222507
4135,120763.077586207,"Europe",0.00651491392987512
4136,68970.6379310345,"Europe",0.000384985563041386
4137,68970.6379310345,"Europe",0.013889166650001
4139,190473.215517241,"Europe",0.00187845772829075
4142,243646.448275862,"Europe",0.0155735396124776
4143,394574.344827586,"Europe",0.0186157182070546
4145,68970.6379310345,"Europe",0.000955624377355222
4147,68970.6379310345,"Europe",0.0116310626914279
4148,208383.620689655,"Europe",0.0176452160793097
4150,68970.6379310345,"Europe",0.124090898529173
4151,68970.6379310345,"Europe",0.00607419078523687
4154,68970.6379310345,"Europe",0.00659887574709494
4156,120790.336206897,"Europe",0.0017381131965699
4161,261613.267241379,"Europe",0.0220723087481881
4162,173057.24137931,"Europe",0.014479387889977
4163,357031.155172414,"Europe",0.00377547621062083
4164,155479.50862069,"Europe",0.00760091542436689
4167,138145.25862069,"Europe",0.0313915685768142
4168,208179.396551724,"Europe",0.00403403051741845
4169,68970.6379310345,"Europe",0.0471166721651885
4170,68970.6379310345,"Europe",0.0263568983281816
4171,68970.6379310345,"Europe",0.0263568983281816
4173,68970.6379310345,"Europe",0.022615153125772
4174,68970.6379310345,"Europe",0.022615153125772
4181,68970.6379310345,"Europe",0.00256547061849247
4183,68970.6379310345,"Europe",0.00330838934693112
4184,103521.793103448,"Europe",0.00606165277976697
4186,86231.1120689655,"Europe",0.0737017403131866
4187,68970.6379310345,"Europe",0.0381510958524067
4188,68970.6379310345,"Europe",0.0162417710901558
4189,68970.6379310345,"Europe",0.0271448972443233
4192,173200.827586207,"Europe",0.0212799295458444
4197,120858.482758621,"Europe",0.0607916611188253
4198,120858.482758621,"Europe",0.0607916611188253
4199,120858.482758621,"Europe",0.0607916611188253
4200,138207.75862069,"Europe",0.00464886976317428
4201,103528.068965517,"Europe",0.0449468464975821
4203,68970.6379310345,"Europe",0.00599449685534591
4205,120746.370689655,"Europe",0.00873078890378703
4207,120804.405172414,"Europe",0.00770039363034532
4209,262088.49137931,"Europe",0.0109296814906813
4211,103504.310344828,"Europe",0.0362865337004747
4213,103516.862068966,"Europe",0.0765185058817143
4215,68970.6379310345,"Europe",0.0236600550916611
4216,68970.6379310345,"Europe",0.0423580729223125
4223,68970.6379310345,"Europe",0.0224881531910177
4225,68970.6379310345,"Europe",0.0342423494570582
4228,68970.6379310345,"Europe",0.0380960590425292
4239,68970.6379310345,"Europe",0.000655274963455819
4241,155763.370689655,"Europe",0.00636462838699915
4247,68970.6379310345,"Europe",0.0294960632174315
4249,68970.6379310345,"Europe",0.0398366832214974
4251,226339.827586207,"Europe",0.00591999341052343
4256,173122.206896552,"Europe",0.0253395631203448
4257,138130.172413793,"Europe",0.0576966043353725
4258,68970.6379310345,"Europe",0.0372917255012708
4259,103534.344827586,"Europe",0.00196839702806489
4269,68970.6379310345,"Europe",0.0191585842045598
4272,68970.6379310345,"Europe",0.147536562096187
4275,138240.948275862,"Europe",0.0419249629486048
4279,68970.6379310345,"Europe",0.00545663512158655
4283,68970.6379310345,"Europe",0.00267302736335906
4285,86232.025862069,"Europe",0.0410591858163454
4286,103463.517241379,"Europe",0.0682596175024238
4287,207782.051724138,"Europe",0.00659836654415624
4288,68970.6379310345,"Europe",0.00300040652626342
4293,68970.6379310345,"Europe",0.0219837797580063
4294,68970.6379310345,"Europe",0.0319354455210129
4296,68970.6379310345,"Europe",0.0319354455210129
4299,68970.6379310345,"Europe",0.00192615333944997
4301,261752.275862069,"Europe",0.0175472093521876
4304,261751.163793103,"Europe",0.0175473834528351
4306,120858.482758621,"Europe",0.00938368774626803
4308,68970.6379310345,"Europe",0.00298466872896624
4309,103472.931034483,"Europe",0.00866741634537579
4311,86244.3620689655,"Europe",0.0106268430437392
4314,68970.6379310345,"Europe",0.00849299213171803
4319,68970.6379310345,"Europe",0.0422416906755815
4320,173027.448275862,"Europe",0.0156909097578221
4323,68970.6379310345,"Europe",0.0708537206113661
4326,120858.482758621,"Europe",0.02360683582801
4330,103543.310344828,"Europe",0.0505980153574979
4332,138157.75862069,"Europe",0.00436561659911559
4338,120858.482758621,"Europe",0.0122633453693764
4340,138164.655172414,"Europe",0.058587742156558
4348,68970.6379310345,"Europe",0.00642127684276803
4351,68970.6379310345,"Europe",0.0251899623267991
4352,68970.6379310345,"Europe",0.0457340256805788
4355,120867.275862069,"Europe",0.027160128837506
4358,190452.956896552,"Europe",0.0171432493667729
4359,68970.6379310345,"Europe",0.00732254846066135
4360,68970.6379310345,"Europe",0.000791547204059322
4362,103545.103448276,"Europe",0.00239047830896132
4363,68970.6379310345,"Europe",0.00135780310755505
4364,68970.6379310345,"Europe",0.037462358793485
4367,68970.6379310345,"Europe",0.00502429119064789
4369,155645.939655172,"Europe",0.00497986143509236
4372,138096.551724138,"Europe",0.0580017294665514
4373,103545.103448276,"Europe",0.0716633452213121
4374,120858.482758621,"Europe",0.0707596971065582
4375,68970.6379310345,"Europe",0.062529168910429
4376,68970.6379310345,"Europe",0.0422958719447666
4377,68970.6379310345,"Europe",0.0240101586244223
4378,155593.560344828,"Europe",0.0391700669746833
4380,68970.6379310345,"Europe",0.0368143557487744
4382,138253.879310345,"Europe",0.0883269615716481
4383,138253.448275862,"Europe",0.0883273455176146
4385,68970.6379310345,"Europe",0.00320064487067024
4386,68970.6379310345,"Europe",0.0189495733919174
4387,68970.6379310345,"Europe",0.0275699078643644
4388,68970.6379310345,"Europe",0.0268717346250739
4389,68970.6379310345,"Europe",0.0268717346250739
4391,68970.6379310345,"Europe",0.000906954346220696
4392,68970.6379310345,"Europe",0.000376582294918476
4393,68970.6379310345,"Europe",0.0145421379983026
4396,261605.112068966,"Europe",0.0182964319850987
4397,120791.655172414,"Europe",0.023739510500633
4398,120791.655172414,"Europe",0.023739510500633
4401,120832.982758621,"Europe",0.00015226984559252
4402,68970.6379310345,"Europe",0.0197509420218801
4403,138157.75862069,"Europe",0.00913109941459517
4404,68970.6379310345,"Europe",0.0186416340046297
4405,68970.6379310345,"Europe",0.000451075368924579
4409,68970.6379310345,"Europe",0.0217735001248162
4410,68970.6379310345,"Europe",0.0307479450524425
4411,68970.6379310345,"Europe",0.0307479450524425
4413,155556.387931034,"Europe",0.0125462487200034
4415,68970.6379310345,"Europe",0.000633265947341501
4417,68970.6379310345,"Europe",0.0475939961638019
4418,103520.448275862,"Europe",0.0622175195536151
4420,68970.6379310345,"Europe",0.00180361833586148
4421,190753.189655172,"Europe",0.00246290633619227
4423,103539.275862069,"Europe",0.0734052907013849
4424,103539.275862069,"Europe",0.0734052907013849
4427,68970.6379310345,"Europe",0.0512680042913557
4428,68970.6379310345,"Europe",0.0277783603971693
4431,86239.7931034483,"Europe",0.00220470619119764
4435,68970.6379310345,"Europe",0.016006736269386
4436,68970.6379310345,"Europe",0.0229579953714315
4437,68970.6379310345,"Europe",0.0547820357026717
4441,68970.6379310345,"Europe",0.0200111372577197
4442,120858.482758621,"Europe",0.0402396050042989
4443,68970.6379310345,"Europe",0.000812965350311768
4445,103518.655172414,"Europe",0.0189369567738543
4446,103518.655172414,"Europe",0.0189369567738543
4449,138233.620689655,"Europe",0.00699370750854772
4450,68970.6379310345,"Europe",0.0280743764326922
4452,68970.6379310345,"Europe",0.284494636255278
4461,68970.6379310345,"Europe",0.0422913646268307
4462,68970.6379310345,"Europe",0.0163793644320356
4463,68970.6379310345,"Europe",0.0385343405400712
4466,120858.482758621,"Europe",0.0117816543687794
4467,120858.482758621,"Europe",0.0277718449456914
4468,120882.663793103,"Europe",0.0301249194315705
4469,68970.6379310345,"Europe",0.0525618931528729
4470,68970.6379310345,"Europe",0.00742306379331634
4472,68970.6379310345,"Europe",0.003289402497349
4473,68970.6379310345,"Europe",0.0240041789658718
4476,68970.6379310345,"Europe",0.0214455085505534
4479,68970.6379310345,"Europe",0.0266465331788847
4482,68970.6379310345,"Europe",0.0119116512345679
4483,68970.6379310345,"Europe",0.0581145236007914
4484,68970.6379310345,"Europe",0.0422421006642329
4485,120858.482758621,"Europe",0.025337437110842
4489,68970.6379310345,"Europe",0.00451009599470374
4490,120858.482758621,"Europe",0.00877757098503852
4492,68970.6379310345,"Europe",0.0200082979427628
4493,68970.6379310345,"Europe",0.054391926394266
4494,120834.74137931,"Europe",0.055683550162053
4497,68970.6379310345,"Europe",0.000626883584030895
4498,68970.6379310345,"Europe",0.00181060683042189
4501,68970.6379310345,"Europe",0.0348753272279768
4502,68970.6379310345,"Europe",0.159848051498135
4507,68970.6379310345,"Europe",0.0496565331774335
4510,68970.6379310345,"Europe",0.00135780310755505
4517,68970.6379310345,"Europe",0.0334349221829412
4518,120807.043103448,"Europe",0.00267768350826547
4523,68970.6379310345,"Europe",0.00391651031894934
4524,68970.6379310345,"Europe",0.0939700498602723
4527,120858.482758621,"Europe",0.0570790213145089
4529,68970.6379310345,"Europe",0.0394288565436699
4531,68970.6379310345,"Europe",0.000640881530868009
4532,68970.6379310345,"Europe",0.0335784675358965
4533,68970.6379310345,"Europe",0.0599856757634701
4539,68970.6379310345,"Europe",0.000834421382798313
4541,68970.6379310345,"Europe",0.0473533572119879
4542,68970.6379310345,"Europe",0.000781364061579058
4543,68970.6379310345,"Europe",0.000881809291782781
4545,68970.6379310345,"Europe",0.0193149421432165
4549,120858.482758621,"Europe",0.086111808901779
4551,68970.6379310345,"Europe",0.0310875340930155
4554,68970.6379310345,"Europe",0.0272674291241108
4555,68970.6379310345,"Europe",0.122296361912478
14110,103538.379310345,"Europe",0.0150946308667278
14125,68970.6379310345,"Europe",0.00682716630502585
14177,68970.6379310345,"Europe",0.00729100087645102
14274,68970.6379310345,"Europe",0.0086519739683165
14276,68970.6379310345,"Europe",0.0114912891717882
14278,68970.6379310345,"Europe",0.00610181517176137
14289,120850.129310345,"Europe",0.00491650778030629
14291,68970.6379310345,"Europe",0.00603654257122805
14510,68970.6379310345,"Europe",0.00575368089564843
14512,120858.482758621,"Europe",0.0165827321526365
14521,103511.482758621,"Europe",0.00770055593684504
14523,120857.603448276,"Europe",0.00682762252561743
14525,120792.974137931,"Europe",0.00713303234387042
14527,103526.275862069,"Europe",0.00497196267934102
14529,86241.1637931034,"Europe",0.0131889855742397
14554,68970.6379310345,"Europe",0.00868326539271697
14556,68970.6379310345,"Europe",0.00659110338931635
14558,68970.6379310345,"Europe",0.00686598528990352
14560,68970.6379310345,"Europe",0.00690765362454653
14562,120858.482758621,"Europe",0.00713727119431071
14564,68970.6379310345,"Europe",0.00460205310183132
14946,155518.370689655,"Europe",0.0131734319438944
16199,68970.6379310345,"Europe",0.00599457901110066
16205,120803.086206897,"Europe",0.00784502120674488
16207,68970.6379310345,"Europe",0.00588648120111027
16212,120785.939655172,"Europe",0.00666063786388039
16214,68970.6379310345,"Europe",0.00401837241667577
16217,120858.482758621,"Europe",0.0174389685471558
17334,120858.482758621,"Europe",0.0120426612595864
17336,103525.827586207,"Europe",0.0110789310821993
17342,120858.482758621,"Europe",0.00618997869340113
17344,103507.448275862,"Europe",0.0112194816533387
19784,68970.6379310345,"Europe",0.0110035398984945
19901,155538.646551724,"Europe",0.0418321862217997
19906,103521.344827586,"Europe",0.00228820513772317
19909,103493.103448276,"Europe",0.00115024056613951
19913,103521.793103448,"Europe",0.00108342634209124
20012,68970.6379310345,"Europe",0.00432498191937237
20018,120810.120689655,"Europe",0.0445376253220062
20020,120858.482758621,"Europe",0.0506157469339119
20022,68970.6379310345,"Europe",0.0241040774687817
20024,68970.6379310345,"Europe",0.0241040774687817
20027,68970.6379310345,"Europe",0.112030095013755
20029,103508.793103448,"Europe",0.0566575695357835
20034,86232.9396551724,"Europe",0.0953641569577179
20042,120870.353448276,"Europe",0.121159797879248
20046,120858.482758621,"Europe",0.140859410151345
20050,120858.482758621,"Europe",0.0592366772215859
20058,68970.6379310345,"Europe",0.0150594201692966
20060,120815.396551724,"Europe",0.0324916932856065
20065,68970.6379310345,"Europe",0.159757278674916
20068,68970.6379310345,"Europe",0.159757278674916
20128,120797.810344828,"Europe",0.102014438990398
20131,120797.810344828,"Europe",0.0547485821348997
20156,120858.482758621,"Europe",0.0652706752967799
20160,68970.6379310345,"Europe",0.161639209783332
20163,68970.6379310345,"Europe",0.130273664748729
20165,86211.9224137931,"Europe",0.159761050642884
20167,68970.6379310345,"Europe",0.151176025788992
20171,68970.6379310345,"Europe",0.0544609803970285
20175,68970.6379310345,"Europe",0.0698008605697396
20180,68970.6379310345,"Europe",0.0690871530230222
20183,138139.224137931,"Europe",0.0498755743313015
20223,68970.6379310345,"Europe",0.0685065867771987
20279,103536.137931034,"Europe",0.021579445992521
20285,103512.827586207,"Europe",0.0450005899858496
20293,138184.482758621,"Europe",0.0325689991044865
20298,86227,"Europe",0.00238243571290468
21790,103495.793103448,"Europe",0.00162717878259604
22316,68970.6379310345,"Europe",0.0351588224294506
22322,68970.6379310345,"Europe",0.034675501534584
22330,68970.6379310345,"Europe",0.0228305928035453
22342,68970.6379310345,"Europe",0.0226538578014065
22344,68970.6379310345,"Europe",0.0278667319695086
22346,68970.6379310345,"Europe",0.0234125531673209
22348,68970.6379310345,"Europe",0.0231963862471952
22352,68970.6379310345,"Europe",0.022610634359751
22358,68970.6379310345,"Europe",0.0380682948212669
22367,120820.232758621,"Europe",0.0358327114274858
22373,138150.862068966,"Europe",0.037118420254097
22623,68970.6379310345,"Europe",0.0690767315111556
22628,68970.6379310345,"Europe",0.0154473299518283
22630,120858.482758621,"Europe",0.00706307399845413
22636,173198.344827586,"Europe",0.0114142154645899
22638,138250.862068966,"Europe",0.0170551626794602
22640,68970.6379310345,"Europe",0.00509832988133914
22642,68970.6379310345,"Europe",0.00515999758949018
22644,155543.715517241,"Europe",0.015502867436951
22646,138183.189655172,"Europe",0.0162755842256088
22648,68970.6379310345,"Europe",0.0605507403248867
22650,68970.6379310345,"Europe",0.0439959108362838
22652,155702.965517241,"Europe",0.057584799834642
22656,68970.6379310345,"Europe",0.0363747586390572
22658,68970.6379310345,"Europe",0.0483146323663565
22660,86245.275862069,"Europe",0.115467444338512
22662,68970.6379310345,"Europe",0.034546762787756
22664,190820.448275862,"Europe",0.0141043303717382
22667,68970.6379310345,"Europe",0.00226384128976203
22669,68970.6379310345,"Europe",0.0578600411486505
22672,68970.6379310345,"Europe",0.0351942581890013
22674,190820.448275862,"Europe",0.0141043303717382
22678,103532.103448276,"Europe",0.00533739911978254
22681,68970.6379310345,"Europe",0.0164815461636978
22683,68970.6379310345,"Europe",0.0447696943607404
22685,68970.6379310345,"Europe",0.00617429931929309
22687,68970.6379310345,"Europe",0.0850548873858879
22689,68970.6379310345,"Europe",0.0822790237209919
22691,68970.6379310345,"Europe",0.100003503209816
22693,68970.6379310345,"Europe",0.00166175667567768
22698,68970.6379310345,"Europe",0.0028092926397209
22706,68970.6379310345,"Europe",0.00274868537477333
22709,103528.068965517,"Europe",0.00403800148696161
22711,155519.637931034,"Europe",0.00369468235702692
22714,68970.6379310345,"Europe",0.0283129510582075
22718,68970.6379310345,"Europe",0.0342485745176793
22720,68970.6379310345,"Europe",0.103970441924781
22723,103508.793103448,"Europe",0.00480534791706531
22726,68970.6379310345,"Europe",0.101779154661785
22730,68970.6379310345,"Europe",0.00822948965463445
22732,103511.482758621,"Europe",0.121022511704775
22734,68970.6379310345,"Europe",0.136539609523141
22736,68970.6379310345,"Europe",0.137123055435995
22738,68970.6379310345,"Europe",0.0190660637227712
22745,68970.6379310345,"Europe",0.00257205590213641
22747,68970.6379310345,"Europe",0.132203046846474
22749,68970.6379310345,"Europe",0.0246332784286913
22751,68970.6379310345,"Europe",0.0190660637227712
22753,68970.6379310345,"Europe",0.0190660637227712
22757,120825.948275862,"Europe",0.029859912042277
22761,68970.6379310345,"Europe",0.063577342259306
22763,68970.6379310345,"Europe",0.0380682948212669
22767,68970.6379310345,"Europe",0.0113429697268215
22771,68970.6379310345,"Europe",0.0720420419087524
22773,68970.6379310345,"Europe",0.0837975707445629
22775,68970.6379310345,"Europe",0.0640916028094511
22784,68970.6379310345,"Europe",0.0439102564102564
22786,138145.25862069,"Europe",0.119256559606258
22788,138141.379310345,"Europe",0.0490714978206209
22791,68970.6379310345,"Europe",0.0836155527929009
22793,103510.137931034,"Europe",0.0970452728839171
22795,120858.482758621,"Europe",0.11894374282434
22797,120858.482758621,"Europe",0.115026527592305
22801,208317,"Europe",0.0252059639077184
22803,68970.6379310345,"Europe",0.0713499834965343
22805,120858.482758621,"Europe",0.0306113145031302
22807,68970.6379310345,"Europe",0.129268163196687
22810,86244.8189655172,"Europe",0.116447834938354
22812,68970.6379310345,"Europe",0.0299231093088701
22814,68970.6379310345,"Europe",0.0299231093088701
22817,190505.224137931,"Europe",0.0435321525183036
22820,120858.482758621,"Europe",0.0278363013178075
22822,68970.6379310345,"Europe",0.0226845464132823
22824,68970.6379310345,"Europe",0.0192444246987837
22826,68970.6379310345,"Europe",0.0148991719696732
22828,103529.862068966,"Europe",0.042444730936351
22831,120858.482758621,"Europe",0.0983408194273174
22835,120845.293103448,"Europe",0.0188050455338017
22842,103500.275862069,"Europe",0.0979044590363456
22845,68970.6379310345,"Europe",0.0180274224117508
22847,68970.6379310345,"Europe",0.0183321111925872
22849,103544.206896552,"Europe",0.0115981453687822
22851,68970.6379310345,"Europe",0.0141802693192942
22862,68970.6379310345,"Europe",0.0700285334457378
22874,68978.5517241379,"Europe",0.122622215871542
22876,103498.034482759,"Europe",0.11868748958986
22880,68970.6379310345,"Europe",0.130573404402171
22883,68970.6379310345,"Europe",0.146102767503008
22887,68970.6379310345,"Europe",0.142606324195216
22890,68970.6379310345,"Europe",0.0892491557157606
22892,68970.6379310345,"Europe",0.0368211858228086
22894,86242.0775862069,"Europe",0.0472235823572454
22896,68970.6379310345,"Europe",0.00817466934048354
22904,68970.6379310345,"Europe",0.0733688291272742
22908,155555.543103448,"Europe",0.0848907196010337
22910,68970.6379310345,"Europe",0.0322409642742307
22923,225892.543103448,"Europe",0.0170451970902652
22926,68970.6379310345,"Europe",0.0419559423532509
22931,68970.6379310345,"Europe",0.025757429690718
22936,68970.6379310345,"Europe",0.0261994769741597
22938,68970.6379310345,"Europe",0.0258141938648587
22942,138134.482758621,"Europe",0.0142403026218136
22944,138134.482758621,"Europe",0.0142403026218136
22953,68970.6379310345,"Europe",0.0182153781748467
22955,68970.6379310345,"Europe",0.0480754666172981
22960,120807.922413793,"Europe",0.0958631018495296
22962,68970.6379310345,"Europe",0.0945872013375526
22964,68970.6379310345,"Europe",0.0945872013375526
22966,68970.6379310345,"Europe",0.0945872013375526
22971,68970.6379310345,"Europe",0.0498414581756439
22973,68970.6379310345,"Europe",0.0415409807808325
22976,120873.431034483,"Europe",0.0250219979473666
22982,173093.24137931,"Europe",0.0120533272880234
22986,68970.6379310345,"Europe",0.107845547370916
22988,120825.948275862,"Europe",0.0966705071765947
22992,120790.336206897,"Europe",0.0955458267554101
23000,120799.568965517,"Europe",0.0252907462022147
23004,68970.6379310345,"Europe",0.0197768681274581
23006,68970.6379310345,"Europe",0.0192052369167332
23008,68970.6379310345,"Europe",0.0407297117344542
23015,68970.6379310345,"Europe",0.0441931087856254
23019,68970.6379310345,"Europe",0.0246907661328986
24030,86240.7068965517,"Europe",0.0225491964403085
24032,68970.6379310345,"Europe",0.0263568983281816
24034,68970.6379310345,"Europe",0.0196931274676596
24039,68970.6379310345,"Europe",0.0356652553378325
24042,68970.6379310345,"Europe",0.033290748606318
24044,68970.6379310345,"Europe",0.0355131071592407
24046,68970.6379310345,"Europe",0.103585168566897
24048,68970.6379310345,"Europe",0.111435157081651
24050,68970.6379310345,"Europe",0.0682249779030183
24053,68970.6379310345,"Europe",0.0996658484857799
24055,68970.6379310345,"Europe",0.10022879074649
24057,86247.5603448276,"Europe",0.0996650951612994
24059,86224.2586206897,"Europe",0.0481153273378834
24061,68970.6379310345,"Europe",0.102774571041046
24076,68970.6379310345,"Europe",0
24078,68970.6379310345,"Europe",0.0637256287942741
24080,68970.6379310345,"Europe",0.130644877103339
24084,155506.965517241,"Europe",0.0399876480928441
24086,155506.543103448,"Europe",0.0399878461915728
24089,155615.103448276,"Europe",0.0576748032101741
24091,68970.6379310345,"Europe",0.0982459369098167
24097,138125,"Europe",0.0551764030305607
24100,68970.6379310345,"Europe",0.0484976653615025
24102,68970.6379310345,"Europe",0.0645734991024533
24106,120858.482758621,"Europe",0.0157449119074152
24108,68970.6379310345,"Europe",0.0325461409223666
24110,68970.6379310345,"Europe",0.00725349169840423
24112,68970.6379310345,"Europe",0.0385501188427178
24116,68970.6379310345,"Europe",0.0348088277722919
24118,68970.6379310345,"Europe",0.0344079785155019
24143,68970.6379310345,"Europe",0.0372852783732418
24145,68970.6379310345,"Europe",0.0372852783732418
24149,68970.6379310345,"Europe",0.0372852783732418
24155,120851.448275862,"Europe",0.0354660049476457
24157,208274.568965517,"Europe",0.00672959801881994
24159,395809.827586207,"Europe",0.015212722735779
24161,155656.5,"Europe",0.0234744876141605
24164,68970.6379310345,"Europe",0.0372852783732418
24166,68970.6379310345,"Europe",0.031393382017806
24181,120858.482758621,"Europe",0.0462266332754052
24183,68970.6379310345,"Europe",0.0593707654355304
24186,68970.6379310345,"Europe",0.0770562732608858
24188,103501.172413793,"Europe",0.111301238516141
24190,103501.172413793,"Europe",0.111301238516141
24193,68970.6379310345,"Europe",0.12436130902919
